,Street,City,State,Zipcode,Neighbourhood,Subdivision,Price,Zestimate,Bedroom,Bathroom,Year_Built,Longitude,Latitude,Living_Area(Sqft),Home_Type,Lot_Size(Sqft),HOA_Per_Month,Brokerage,Last_Sold_Price,Zpid,Home_Status,hasHeating,hasCooling,hasFireplace,laundryFeatures,furnished,buildingArea,parking,hasGarage,garageSpaces,hasOpenParking,hasCarport,levels,hasPrivatePool,hasSpa,hasView,frontageType,architecturalStyle,roofType,propertyCondition,isNewConstruction,developmentStatus,hasHomeWarranty,hasElectricOnProperty,greenBuildingVerificationType,hasPetsAllowed,hasRentControl,securityFeatures,Is_New_Home,Is_For_Auction,Is_Bank_Owned,Price_History,Event,Date,Agent_Name,Agent_Phone_No.,Posting_Group_Name,First_Nearby_School_Name,First_Nearby_School_Rating,Second_Nearby_School_Name,Second_Nearby_School_Rating,Third_Nearby_School_Name,Third_Nearby_School_Rating
52,1361 Coyote Creek Way,Milpitas,CA,95035,,,1050000,1065217.0,3.0,4.0,2013.0,-121.89936065673828,37.40732955932617,1668.0,TOWNHOUSE,1489.0,240.0,"Nihow Real Estate, Inc.",758500.0,124745609,FOR_SALE,True,True,,In Closet,False,,2.0,True,2.0,False,False,,,False,False,,,Composition,,False,,False,,,False,False,,False,False,False,1050000.0,Listed for sale,2020-09-19,Jason Huang,510-755-6236,"Nihow Real Estate, Inc.",Pearl Zanker Elementary School,7,Rancho Milpitas Middle School,7,Milpitas High School,10
53,123 Mars Ave,Hayward,CA,94544,,,275000,268008.0,3.0,2.0,2002.0,-122.060641,37.630846,1296.0,MANUFACTURED,,,Advantage Homes,,63084364,FOR_SALE,,,,,False,,,,,False,False,,,,,,,,,False,,False,,,,False,,False,False,False,275000.0,Listed for sale,2020-09-23,Robert or Jennifer Costa,510-887-0155,Advantage Homes,Ruus Elementary School,3,Cesar Chavez Middle School,2,Tennyson High School,2
54,2028 Oak Creek Pl,Hayward,CA,94541,,,549950,597032.0,2.0,3.0,1972.0,-122.05696105957031,37.6735725402832,1542.0,TOWNHOUSE,962.0,423.0,Fohl and Hernandez RE,231000.0,24971144,FOR_SALE,True,True,True,In Closet,False,,2.0,True,2.0,False,False,,True,False,False,,,Composition,,False,,False,,,False,False,,False,False,False,549950.0,Listed for sale,2020-09-23,Mirella Hernandez,510-363-0665,Fohl and Hernandez RE,East Avenue Elementary School,4,Bret Harte Middle School,3,Hayward High School,4
55,213 Skyline Dr,San Ramon,CA,94583,,,585000,585004.0,2.0,2.0,1996.0,-121.98528289794922,37.776222229003906,995.0,CONDO,944.0,430.0,Better Homes and Gardens RP,510000.0,18440413,FOR_SALE,True,True,True,"In Laundry Room,Dryer,Washer",False,,1.0,True,1.0,False,False,,,False,True,,,,,False,,False,,,False,False,,False,False,False,585000.0,Price change,2020-09-18,Sue Schembri,925-413-7934,Better Homes and Gardens RP,Twin Creeks Elementary School,8,Iron Horse Middle School,9,California High School,9
56,2400 Carmel St,Oakland,CA,94602,,,799000,997802.0,2.0,1.0,1943.0,-122.208677,37.804871,1145.0,SINGLE_FAMILY,4782.0,,THE GRUBB COMPANY,232000.0,24771481,FOR_SALE,,,True,Laundry Closet,False,,,,,False,False,,False,True,,,,Composition,Existing,False,,False,,,,False,,False,False,False,799000.0,Listed for sale,2020-09-18,Regina Jacobs,510-339-0400,THE GRUBB COMPANY,Lodestar  A Lighthouse Community Charter Public,2,,,,
57,6086 Hillbrook Pl,Dublin,CA,94568,,,875000,885670.0,3.0,4.0,2006.0,-121.875094,37.721696,1692.0,SINGLE_FAMILY,1825.0,184.0,Dudum Real Estate Group,,79541084,FOR_SALE,True,True,True,,False,,,True,2.0,False,False,,,,,,,Tile,,False,,False,,,,False,,False,False,False,875000.0,Listed for sale,2020-09-24,Maria Amini,925-937-4000,Dudum Real Estate Group,James Dougherty Elementary School,9,Eleanor Murray Fallon School,9,Dublin High School,9
58,4837 Saginaw Cir,Pleasanton,CA,94588,,,668000,682506.0,3.0,2.0,1973.0,-121.88167572021484,37.6905517578125,1130.0,TOWNHOUSE,901.0,292.0,Own Sweet Home Realty,450000.0,25078013,FOR_SALE,True,True,,"Dryer,In Closet,In Unit,Washer",False,,0.0,False,0.0,False,False,,True,False,False,,,Tile,,False,,False,,,False,False,,False,False,False,668000.0,Listed for sale,2020-09-05,"Amit Inamdar, MBA",510-364-6686,Own Sweet Home Realty,Fairlands Elementary School,9,Thomas S. Hart Middle School,9,Foothill High School,10
59,22561 Ricardo Rd,Cupertino,CA,95014,,,3310000,3434905.0,4.0,4.0,2006.0,-122.06968688964844,37.308963775634766,2837.0,SINGLE_FAMILY,14187.0,,Sereno Group,1555000.0,69299411,FOR_SALE,True,True,True,"Dryer,Washer,Washer / Dryer,Gas Hookup,Inside,In Utility Room,Electricity Hookup (110V)",False,,2.0,True,2.0,False,False,,,False,True,,,Tile,,False,,False,,,False,False,"Fire System - Sprinkler,Security Alarm,Security Lights,Closed Circuit Monitoring (24-hour),Video / Audio System",False,False,False,3310000.0,Listed for sale,2020-09-20,Douglas Marshall,408-857-9911,Sereno Group,Stevens Creek Elementary School,9,John F. Kennedy Middle School,9,Monta Vista High School,10
60,2738 106th Ave,Oakland,CA,94605,,,569900,623465.0,2.0,1.0,1938.0,-122.1502685546875,37.74388122558594,1007.0,SINGLE_FAMILY,4939.0,,Legacy Real Estate & Assoc.,515000.0,24806993,FOR_SALE,True,True,True,"Gas Dryer Hookup,In Garage,Hookups Only",False,,1.0,True,1.0,False,False,,,False,False,,,Composition,,False,,False,,,False,False,,False,False,False,569900.0,Listed for sale,2020-09-23,Jackie Pena,408-202-0958,Legacy Real Estate & Assoc.,Francophone Charter School Of Oakland,,East Bay Innovation Academy,6,,
61,21800 Independent School Rd,Castro Valley,CA,94552,,,3299000,2470558.0,8.0,7.0,2005.0,-122.050024,37.697029,6500.0,SINGLE_FAMILY,14861.0,,,,2128771553,FOR_SALE,True,True,True,,False,,,True,4.0,False,False,,False,True,True,,,Tile,,False,,False,,,,False,,False,False,False,3299000.0,Price change,2020-09-11,Don Robertson,510-881-9600,,Independent Elementary School,8,Canyon Middle School,7,Castro Valley High School,9
62,00 Jeanie Ranch Rd,Castro Valley,CA,94552,,,899000,,,0.0,,-122.03209686279297,37.700199127197266,,LOT,1303729.0,,,850000.0,2095887909,FOR_SALE,False,False,,,False,,0.0,False,0.0,False,False,,,False,True,,,,,False,,False,,,False,False,,False,False,False,899000.0,Price change,2020-08-12,Kristy Peixoto,510-909-4286,,Palomares Elementary School,9,Canyon Middle School,7,Castro Valley High School,9
63,19539 Center St,Castro Valley,CA,94546,,,2999000,860754.0,3.0,,1958.0,-122.0613,37.701484,1421.0,LOT,15189.0,,Intero Real Estate Services,1650000.0,24908388,FOR_SALE,,,,,False,,,,,False,False,,,,,,,,,False,,False,,,,False,,False,False,False,2999000.0,Listed for sale,2019-10-03,Lannie Mok,510-886-1100,Intero Real Estate Services,Marshall Elementary School,8,Canyon Middle School,7,Castro Valley High School,9
64,341 Goldfield Pl,San Ramon,CA,94582,,,1365000,1372277.0,4.0,3.0,2016.0,-121.91889190673828,37.75390625,2534.0,SINGLE_FAMILY,2922.0,99.0,Macroreal United,1144500.0,241642378,FOR_SALE,True,True,True,"In Laundry Room,Gas Dryer Hookup,Dryer,Washer",False,,2.0,True,2.0,False,False,,,False,True,,,Tile,,False,,False,,,False,False,,False,False,False,1365000.0,Listed for sale,2020-09-19,Mary Mok,408-396-6803,Macroreal United,Bella Vista Elementary,7,Gale Ranch Middle School,9,Dougherty Valley High School,10
65,4246 Miramonte Way,Union City,CA,94587,,,579000,611165.0,3.0,2.0,1972.0,-122.07666015625,37.59176254272461,1298.0,TOWNHOUSE,1520.0,250.0,,427500.0,24999505,FOR_SALE,True,True,,Inside Area,False,,2.0,True,2.0,False,False,,,False,False,,,Tile,,False,,False,,,False,False,,False,False,False,579000.0,Listed for sale,2019-11-05,Reginald Sylvester,209-221-3589,,Alvarado Elementary School,7,Alvarado Middle School,5,James Logan high school,7
66,34885 Herringbone Way,Union City,CA,94587,,,1079999,1088768.0,4.0,3.0,1997.0,-122.01429748535156,37.587684631347656,1859.0,SINGLE_FAMILY,3463.0,,Realty ONE Group Future,451000.0,24919458,PENDING,True,True,True,"In Laundry Room,Hookups Only,220 Volt Outlet",False,,2.0,True,2.0,False,False,,False,False,False,,,Tile,,False,,False,,,False,False,,False,False,False,1079999.0,Pending sale,2020-09-25,Anil Kumar,925-230-0700,Realty ONE Group Future,Guy Jr. Emanuele Elementary School,5,Cesar Chavez Middle School,3,James Logan high school,7
67,2320 10th St,Berkeley,CA,94710,,,999000,1360331.0,5.0,3.0,1911.0,-122.291888,37.863469,2509.0,MULTI_FAMILY,4334.0,,"FORREST GEE, BROKER",360500.0,24835714,FOR_SALE,True,True,True,"Laundry Room,Laundry Closet,In Unit",False,,,True,1.0,False,False,,,,,,,Composition,,False,,False,,,,False,,False,False,False,999000.0,Price change,2020-09-25,Forrest Gee,510-590-6477,"FORREST GEE, BROKER",Jefferson Elementary School,8,Martin Luther King Middle School,8,Berkeley High School,8
68,3927 Reinhardt Dr,Oakland,CA,94619,,,1089000,1031800.0,4.0,3.0,1945.0,-122.186451,37.796151,2479.0,SINGLE_FAMILY,9199.0,,RED OAK REALTY,633000.0,24774758,FOR_SALE,True,True,True,In Basement,False,,,True,2.0,False,False,,,,True,,,Composition,Existing,False,,False,,,,False,,False,False,False,1089000.0,Listed for sale,2020-09-22,Deidre Joyner,510-292-2000,RED OAK REALTY,Roses In Concrete,1,Community Day School,,,
69,183 Douglas Ct,Milpitas,CA,95035,,,1549000,1578154.0,4.0,3.0,1999.0,-121.889189,37.431702,2247.0,SINGLE_FAMILY,3554.0,168.0,Compass,928000.0,19480564,FOR_SALE,True,True,,,False,,,True,2.0,False,False,,,,,,,Tile,,False,,False,,,,False,,False,False,False,1549000.0,Price change,2020-09-16,Cindy Han,925-726-4829,Compass,Alexander Rose Elementary School,6,Rancho Milpitas Middle School,7,Milpitas High School,10
70,3039 Hillside Dr,Burlingame,CA,94010,Burlingame Hills / Skyline Terra,,4475000,4398009.0,4.0,4.0,2007.0,-122.39205932617188,37.57639694213867,3490.0,SINGLE_FAMILY,8637.0,,Coldwell Banker Realty,2350000.0,15514554,FOR_SALE,True,True,True,"Upper Floor,Washer / Dryer,In Utility Room",False,,3.0,True,3.0,False,False,,True,True,False,,,Tile,,False,,False,,,False,False,"Fire System - Sprinkler,Secured Garage / Parking",False,False,False,4475000.0,Price change,2020-09-04,Anthony Galli,650-219-0495,Coldwell Banker Realty,Hoover Elementary,9,Burlingame Intermediate School,8,Burlingame High School,10
71,4827 Ganner Ct,Pleasanton,CA,94566,,,1599000,1622066.0,4.0,4.0,1971.0,-121.88176727294922,37.682518005371094,3059.0,SINGLE_FAMILY,9853.0,,Venture Sotheby's Intl Rlty,,111385949,FOR_SALE,True,True,True,In Laundry Room,False,,2.0,True,2.0,False,False,,True,False,False,,,Tile,,False,,False,,,False,False,,False,False,False,1599000.0,Listed for sale,2020-09-23,Joyce Jones,925-998-3398,Venture Sotheby's Intl Rlty,Walnut Grove Elementary School,9,Harvest Park Middle School,8,Amador Valley High School,9
72,34601 Shiloh Dr,Union City,CA,94587,,,1126987,1126987.0,4.0,2.5,1999.0,-122.002599,37.58964,1881.0,SINGLE_FAMILY,4573.0,,,369000.0,24920982,PRE_FORECLOSURE,,,,,False,,,,,False,False,,,,,,,,,False,,False,,,,False,,False,False,False,369000.0,Sold,1999-12-16,,,,Guy Jr. Emanuele Elementary School,5,Cesar Chavez Middle School,3,James Logan high school,7
73,4127 Lunar Way,Union City,CA,94587,,,539271,539271.0,2.0,1.0,1970.0,-122.06822967529297,37.58746337890625,856.0,SINGLE_FAMILY,1698.0,288.0,,288000.0,24998629,PRE_FORECLOSURE,False,False,,,False,,0.0,False,0.0,False,False,,,False,False,,,,,,,False,,,False,False,,False,False,False,288000.0,Sold,2004-06-18,,,,Pioneer Elementary School,6,Cesar Chavez Middle School,3,James Logan high school,7
74,3181 Monroe St,Santa Clara,CA,95051,Santa Clara,,998888,1044348.0,3.0,1.0,1954.0,-121.98490142822266,37.36712646484375,897.0,SINGLE_FAMILY,5636.0,,Homegate Realty,331500.0,19552933,FOR_SALE,True,True,,,False,,1.0,True,1.0,False,False,,,False,False,,,Composition,,False,,False,,,False,False,,False,False,False,998888.0,Listed for sale,2020-08-22,Diem- Minh Ha,408-314-8074,Homegate Realty,Bracher Elementary School,6,Juan Cabrillo Middle School,6,Adrian Wilcox High School,7
75,1827 Cowper St,Palo Alto,CA,94301,,,7988000,3511537.0,6.0,4.0,2008.0,-122.14225769042969,37.43799591064453,4440.0,SINGLE_FAMILY,7501.0,,Compass,5649750.0,19496452,FOR_SALE,True,True,True,,False,,1.0,True,1.0,False,False,,False,False,False,,,Tile,,False,,False,,,False,False,,False,False,False,7988000.0,Listed for sale,2020-09-24,Jennifer Buenrostro,650-224-9539,Compass,Walter Hays Elementary School,8,David Starr Jordan Middle School,8,Palo Alto High School,9
76,7100 Royal Ridge Dr,San Jose,CA,95120,,,3595000,3627925.0,6.0,7.0,1987.0,-121.861053,37.202421,6218.0,SINGLE_FAMILY,96306.0,,Intero Real Estate Services,2450000.0,19765684,FOR_SALE,True,True,True,,False,,,True,6.0,False,False,,True,True,True,,,Tile,,False,,False,,,,False,,False,False,False,3595000.0,Listed for sale,2020-09-24,Brad Mortensen,408-754-9500,Intero Real Estate Services,Williams Elementary School,9,Bret Harte Middle School,8,Leland High School,9
77,119 Drake Ave,South San Francisco,CA,94080,,,1198000,1221860.0,4.0,3.0,1941.0,-122.41083526611328,37.66633987426758,1714.0,SINGLE_FAMILY,3920.0,,HomeSmart PV & Associates,360000.0,15483553,FOR_SALE,False,False,,,False,,1.0,True,1.0,False,False,,,False,False,,,,,False,,False,,,False,False,,False,False,False,1198000.0,Listed for sale,2020-09-20,Jeri Fergel,209-471-1125,HomeSmart PV & Associates,Martin Elementary School,4,Parkway Heights Middle School,4,South San Francisco High School,6
78,6953 Stagecoach Dr #B,Dublin,CA,94568,,,578000,596808.0,2.0,2.0,1992.0,-121.91401672363281,37.71492385864258,1007.0,CONDO,,325.0,,,2077951218,FOR_SALE,True,True,True,"In Laundry Room,Hookups Only,In Unit",False,,1.0,True,1.0,False,False,,,False,False,,,Tile,,False,,False,,,False,False,,False,False,False,578000.0,Listed for sale,2020-09-05,Sante Sandhu,510-917-1309,,Frederiksen Elementary School,6,Wells Middle School,6,Dublin High School,9
79,761 Bonita Pl,San Jose,CA,95116,,,642888,655351.0,3.0,3.0,2005.0,-121.854621,37.341026,1231.0,TOWNHOUSE,701.0,240.0,KW Silicon City,235000.0,64756811,FOR_SALE,True,True,,,False,,,True,2.0,False,False,,,,,,,Composition,,False,,False,,,,False,,False,False,False,642888.0,Listed for sale,2020-09-18,Gina Arigna,408-329-1368,KW Silicon City,McKinley Elementary School,3,Bridges Academy,3,,
80,"RESIDENCE THREE Plan, Boulevard : Skyline",Dublin,CA,94568,,Boulevard   Skyline,799000,471350.0,3.0,3.0,,-121.89700317382812,37.70759963989258,1563.0,TOWNHOUSE,,,Lennar,,2082037849,FOR_SALE,False,False,,,False,,2.0,True,2.0,False,False,,,False,False,,,,,True,,False,,,False,False,,True,False,False,,,,,,,Frederiksen Elementary School,6,Wells Middle School,6,Dublin High School,9
81,955 Ridgeview Ct UNIT B,South San Francisco,CA,94080,,,679000,679663.0,2.0,1.0,1979.0,-122.42397,37.666924,950.0,CONDO,87686.0,300.0,Own Real Estate,160000.0,15620970,FOR_SALE,True,True,True,,False,,,True,1.0,False,False,,,,,,,,,False,,False,,,,False,,False,False,False,679000.0,Price change,2020-09-10,Wilson Leung,650-455-6035,Own Real Estate,Sunshine Gardens Elementary School,4,Parkway Heights Middle School,4,South San Francisco High School,6
82,"RESIDENCE TWO Plan, The Preserve   Hillcrest",San Ramon,CA,94583,,The Preserve   Hillcrest,922880,,4.0,3.0,2020.0,-121.993,37.7798,2134.0,TOWNHOUSE,,,Lennar,,2077732620,FOR_SALE,,,,,False,,,True,2.0,False,False,,,,,,,,,True,,False,,,,False,,True,False,False,,,,,,,Twin Creeks Elementary School,8,Iron Horse Middle School,9,California High School,9
83,2439 Greendale Dr,South San Francisco,CA,94080,,,679888,702012.0,2.0,1.0,1971.0,-122.45867156982422,37.64804458618164,858.0,TOWNHOUSE,2500.0,280.0,Kinetic Real Estate,,2078067919,FOR_SALE,True,True,,"Washer / Dryer,Inside,Electricity Hookup (110V)",False,,0.0,False,0.0,False,False,,,False,False,,,,,False,,False,,,False,False,,False,False,False,679888.0,Listed for sale,2020-08-27,,,,Skyline Elementary School,6,Westborough Middle School,8,South San Francisco High School,6
84,1010 E Santa Inez Ave,San Mateo,CA,94401,,,1049000,1074585.0,2.0,1.0,1945.0,-122.32294464111328,37.576316833496094,990.0,SINGLE_FAMILY,4059.0,,Keller Williams Realty - Cupertino,960000.0,15523144,FOR_SALE,True,True,True,In Garage,False,,1.0,True,1.0,False,False,,,False,False,,,Composition,,False,,False,,,False,False,,False,False,False,1049000.0,Price change,2020-09-17,Roberto Iniguez,650-776-1969,Keller Williams Realty - Cupertino,Baywood Elementary School,7,Borel Middle School,6,San Mateo High School,7
85,550 Abbie St,Pleasanton,CA,94566,,,1599000,1618381.0,5.0,3.0,1990.0,-121.87182,37.655603,3010.0,SINGLE_FAMILY,8341.0,,Coldwell Banker,866500.0,24930723,FOR_SALE,True,True,True,,False,,,True,3.0,False,False,,,,True,,,Composition,,False,,False,,,,False,,False,False,False,1599000.0,Price change,2020-09-24,The Kehrig Team,925-837-4100,Coldwell Banker,Valley View Elementary School,6,Pleasanton Middle School,8,Amador Valley High School,9
86,1918 Casablanca St,Danville,CA,94506,,,1548800,1557485.0,4.0,4.0,2004.0,-121.8882827758789,37.796470642089844,4074.0,SINGLE_FAMILY,6834.0,100.0,Venture Sotheby's Intl Rlty,1083000.0,68036393,FOR_SALE,True,True,True,In Laundry Room,False,,3.0,True,3.0,False,False,,,False,True,,,Tile,,False,,False,,,False,False,,False,False,False,1548800.0,Listed for sale,2020-09-24,Kent Hu,925-640-8858,Venture Sotheby's Intl Rlty,Creekside Elementary School,8,Diablo Vista Middle School,10,Monte Vista High School,10
87,3475 Deerwood Ter APT 302,Fremont,CA,94536,,Meadowbrook Village,352351,352351.0,1.0,1.0,1984.0,-122.005485,37.562671,714.0,CONDO,,532.0,,400000.0,25014759,OTHER,True,True,True,,False,,,,,False,False,,True,True,,,,Composition,,False,,False,,,,False,,False,False,False,349000.0,Listing removed,2020-09-25,,,,Oliveira Elementary School,7,Thornton Junior High School,8,American High School,10
88,5558 Barrel Ct,Dublin,CA,94568,,Boulevard   Skyline,880840,1054744.0,3.0,3.0,,-121.89700317382812,37.70759963989258,2178.0,TOWNHOUSE,,,Lennar,,2077789538,FOR_SALE,False,False,,,False,,2.0,True,2.0,False,False,,,False,False,,,,,True,,False,,,False,False,,True,False,False,,,,,,,Frederiksen Elementary School,6,Wells Middle School,6,Dublin High School,9
89,543 Ellery Pl,Hayward,CA,94544,,,815000,866614.0,3.0,2.0,1955.0,-122.033924,37.619608,1560.0,SINGLE_FAMILY,5000.0,,REALTY ONE GROUP ELITE,,24890101,FOR_SALE,True,True,True,In Garage,False,,,True,2.0,False,False,,,,,,,Composition,Existing,False,,False,,,,False,,False,False,False,815000.0,Listed for sale,2020-09-19,Rebecca Salazar,925-978-1100,REALTY ONE GROUP ELITE,Hillview Crest Elementary School,3,Cesar Chavez Middle School,3,James Logan high school,7
90,"RESIDENCE THREE Plan, The Preserve   Hillcrest",San Ramon,CA,94583,,The Preserve   Hillcrest,960880,,4.0,4.0,,-121.99299621582031,37.77980041503906,2269.0,TOWNHOUSE,,,Lennar,,2077732618,FOR_SALE,False,False,,,False,,2.0,True,2.0,False,False,,,False,False,,,,,True,,False,,,False,False,,True,False,False,,,,,,,Twin Creeks Elementary School,8,Iron Horse Middle School,9,California High School,9
91,135 Shelterwood Ln,Danville,CA,94506,,,1525000,1525203.0,4.0,4.0,1998.0,-121.897433,37.794035,2876.0,SINGLE_FAMILY,9021.0,160.0,Better Homes and Gardens RP,1455000.0,18437388,FOR_SALE,True,True,True,,False,,,True,3.0,False,False,,,,,,,Tile,,False,,False,,,,False,,False,False,False,1525000.0,Listed for sale,2020-09-23,Scott Wagner,925-938-9200,Better Homes and Gardens RP,Sycamore Valley Elementary School,10,Diablo Vista Middle School,10,Monte Vista High School,10
92,212 Entrada Plz,Union City,CA,94587,,,475000,479170.0,2.0,1.0,1986.0,-122.005218,37.595229,710.0,CONDO,,325.0,Coldwell Banker Realty,159000.0,24919896,FOR_SALE,True,,,,False,,,,,False,False,,True,,,,,Composition,,False,,False,,,,False,,False,False,False,475000.0,Listed for sale,2020-09-10,Ram Saran,510-608-7600,Coldwell Banker Realty,Guy Jr. Emanuele Elementary School,5,Cesar Chavez Middle School,3,James Logan high school,7
93,185 Hill Rd,Berkeley,CA,94708,,,1510000,1590802.0,2.0,3.0,1957.0,-122.249211,37.886308,1476.0,SINGLE_FAMILY,10484.0,,Compass,1350000.0,24844371,FOR_SALE,True,True,False,,False,,,True,2.0,False,False,,False,False,True,,,Other,,False,,False,,,,False,,False,False,False,1510000.0,Listed for sale,2020-09-21,Stella Tsakonas,925-444-4300,Compass,Washington Elementary School,6,Willard Middle School,9,Berkeley High School,8
94,3780 La Selva Dr,Palo Alto,CA,94306,,,1995000,2051623.0,2.0,1.0,1930.0,-122.132501,37.416846,923.0,SINGLE_FAMILY,5850.0,,Davis & Company Realtors,,19505256,FOR_SALE,True,True,True,,False,,,True,1.0,False,False,,,,,,,Tile,,False,,False,,,,False,,False,False,False,1995000.0,Listed for sale,2020-09-09,Josh Davis,650-941-8400,Davis & Company Realtors,Barron Park Elementary School,7,Terman Middle School,8,Henry M. Gunn High School,9
95,1507 18th Ave,San Francisco,CA,94122,,,1495000,1346423.0,3.0,2.5,1930.0,-122.47606658935547,37.75965881347656,2030.0,SINGLE_FAMILY,2374.0,,Century 21 Realty Alliance,1350000.0,15106654,FOR_SALE,True,True,True,,False,,2.0,True,2.0,False,False,,,False,False,,,Tile,,False,,False,,,False,False,,False,False,False,1495000.0,Listed for sale,2020-09-23,Sue Pu,415-570-3090,Century 21 Realty Alliance,Jefferson Elementary School,10,Yu (Alice Fong) Elementary School,9,Independence High School,4
96,478 Madison Dr,San Jose,CA,95123,,,925000,966354.0,3.0,2.0,1968.0,-121.821465,37.236977,1143.0,SINGLE_FAMILY,6046.0,,Diamante Realty,759000.0,19822360,FOR_SALE,True,True,True,,False,,,True,2.0,False,False,,False,False,,,,Composition,,False,,False,,,,False,,False,False,False,925000.0,Listed for sale,2020-09-24,Ron Capp,408-997-1151,Diamante Realty,Oak Ridge Elementary School,6,Herman (Leonard) Intermediate School,8,Santa Teresa High School,9
